analysis_version,variant_label,policy_sha256,policy_serialized,retirement_result_delta_multiplier,retirement_updates_participation,probable_duplicate_mode,tour,selection_step,candidate,model,window,matches,brier_score,log_loss,accuracy,selected_surface_parameters
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,ATP,surface_blend_rolling_1983_1987,k32-fixed-half1825-w0.5-bof,surface_adjusted_elo,1978-1982,13426,0.19678007015252483,0.5760662235715417,0.6932072098912557,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,ATP,surface_blend_rolling_1983_1987,k32-fixed-half1825-w0.5-bof,surface_adjusted_elo,1983-1987,12054,0.21315323184418475,0.6131616679890105,0.655550024888004,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,ATP,surface_blend_rolling_1983_1987,k32-fixed-half1825-w0.75-bof,surface_adjusted_elo,1978-1982,13426,0.19895680372567462,0.5812110363969992,0.6914196335468494,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,ATP,surface_blend_rolling_1983_1987,k32-fixed-half1825-w0.75-bof,surface_adjusted_elo,1983-1987,12054,0.21479494937372826,0.6169367607716969,0.65223162435706,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half0-w0.5-no-bof,overall_elo,1978-1982,13602,0.20337480668577645,0.5895411900929024,0.6781355682987796,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half0-w0.5-no-bof,overall_elo,1983-1987,10585,0.20304462443311078,0.58725854480045,0.6743504959848843,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half0-w0.5-bof,overall_elo,1978-1982,13602,0.20337480668577645,0.5895411900929024,0.6781355682987796,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half0-w0.5-bof,overall_elo,1983-1987,10585,0.20304462443311078,0.58725854480045,0.6743504959848843,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half1095-w0.5-no-bof,overall_elo,1978-1982,13602,0.20808624084619612,0.6018090468266388,0.6735038964858109,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half1095-w0.5-no-bof,overall_elo,1983-1987,10585,0.20526672650871,0.5952206164024798,0.6770902220122815,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half1095-w0.5-bof,overall_elo,1978-1982,13602,0.20808624084619612,0.6018090468266388,0.6735038964858109,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half1095-w0.5-bof,overall_elo,1983-1987,10585,0.20526672650871,0.5952206164024798,0.6770902220122815,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half1825-w0.5-no-bof,overall_elo,1978-1982,13602,0.20548053043929204,0.5950294419889901,0.6756359358917806,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half1825-w0.5-no-bof,overall_elo,1983-1987,10585,0.20315714565495038,0.5892054117818594,0.6757675956542277,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half1825-w0.5-bof,overall_elo,1978-1982,13602,0.20548053043929204,0.5950294419889901,0.6756359358917806,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-fixed-half1825-w0.5-bof,overall_elo,1983-1987,10585,0.20315714565495038,0.5892054117818594,0.6757675956542277,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half0-w0.5-no-bof,overall_elo,1978-1982,13602,0.20337480668577645,0.5895411900929024,0.6781355682987796,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half0-w0.5-no-bof,overall_elo,1983-1987,10585,0.20534764995745017,0.5929361227573567,0.6712328767123288,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half0-w0.5-bof,overall_elo,1978-1982,13602,0.20337480668577645,0.5895411900929024,0.6781355682987796,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half0-w0.5-bof,overall_elo,1983-1987,10585,0.20534764995745017,0.5929361227573567,0.6712328767123288,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half1095-w0.5-no-bof,overall_elo,1978-1982,13602,0.20808624084619612,0.6018090468266388,0.6735038964858109,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half1095-w0.5-no-bof,overall_elo,1983-1987,10585,0.20632368753971536,0.5974238045620208,0.6741615493623051,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half1095-w0.5-bof,overall_elo,1978-1982,13602,0.20808624084619612,0.6018090468266388,0.6735038964858109,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half1095-w0.5-bof,overall_elo,1983-1987,10585,0.20632368753971536,0.5974238045620208,0.6741615493623051,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half1825-w0.5-no-bof,overall_elo,1978-1982,13602,0.20548053043929204,0.5950294419889901,0.6756359358917806,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half1825-w0.5-no-bof,overall_elo,1983-1987,10585,0.20456979849349688,0.5922593287189188,0.6713273500236183,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half1825-w0.5-bof,overall_elo,1978-1982,13602,0.20548053043929204,0.5950294419889901,0.6756359358917806,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k16-rank-half1825-w0.5-bof,overall_elo,1983-1987,10585,0.20456979849349688,0.5922593287189188,0.6713273500236183,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half0-w0.5-no-bof,overall_elo,1978-1982,13602,0.19942623740917467,0.580751102482357,0.6871783561240994,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half0-w0.5-no-bof,overall_elo,1983-1987,10585,0.20079810018792588,0.5819474464665195,0.6776570618800188,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half0-w0.5-bof,overall_elo,1978-1982,13602,0.19942623740917467,0.580751102482357,0.6871783561240994,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half0-w0.5-bof,overall_elo,1983-1987,10585,0.20079810018792588,0.5819474464665195,0.6776570618800188,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half1095-w0.5-no-bof,overall_elo,1978-1982,13602,0.20363717017229174,0.5908669952972045,0.6782090868989854,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half1095-w0.5-no-bof,overall_elo,1983-1987,10585,0.20145299604775116,0.5852960585344428,0.68171941426547,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half1095-w0.5-bof,overall_elo,1978-1982,13602,0.20363717017229174,0.5908669952972045,0.6782090868989854,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half1095-w0.5-bof,overall_elo,1983-1987,10585,0.20145299604775116,0.5852960585344428,0.68171941426547,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half1825-w0.5-no-bof,overall_elo,1978-1982,13602,0.2012516514111116,0.5846868770403014,0.6824731657109249,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half1825-w0.5-no-bof,overall_elo,1983-1987,10585,0.19984791798052737,0.5805144306136586,0.6794520547945205,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half1825-w0.5-bof,overall_elo,1978-1982,13602,0.2012516514111116,0.5846868770403014,0.6824731657109249,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-fixed-half1825-w0.5-bof,overall_elo,1983-1987,10585,0.19984791798052737,0.5805144306136586,0.6794520547945205,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half0-w0.5-no-bof,overall_elo,1978-1982,13602,0.19942623740917467,0.580751102482357,0.6871783561240994,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half0-w0.5-no-bof,overall_elo,1983-1987,10585,0.20299519751666686,0.5876675978562136,0.6734057628719886,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half0-w0.5-bof,overall_elo,1978-1982,13602,0.19942623740917467,0.580751102482357,0.6871783561240994,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half0-w0.5-bof,overall_elo,1983-1987,10585,0.20299519751666686,0.5876675978562136,0.6734057628719886,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half1095-w0.5-no-bof,overall_elo,1978-1982,13602,0.20363717017229174,0.5908669952972045,0.6782090868989854,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half1095-w0.5-no-bof,overall_elo,1983-1987,10585,0.2025111971922663,0.5875747192287825,0.6784128483703353,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half1095-w0.5-bof,overall_elo,1978-1982,13602,0.20363717017229174,0.5908669952972045,0.6782090868989854,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half1095-w0.5-bof,overall_elo,1983-1987,10585,0.2025111971922663,0.5875747192287825,0.6784128483703353,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half1825-w0.5-no-bof,overall_elo,1978-1982,13602,0.2012516514111116,0.5846868770403014,0.6824731657109249,False
rating-history-sensitivities-v1,retirement_no_result_delta,ad8c55d78d40f443da7439892d9b4d4c6d91fef8cc7c62f81f48bc72dffc0d30,"{""family"":""retirement"",""label"":""retirement_no_result_delta"",""probable_duplicate_mode"":""current"",""probable_duplicate_representative_order"":[""source_file"",""source_row_number"",""match_id""],""retirement_result_delta_multiplier"":0.0,""retirement_updates_participation"":true,""schema_version"":1}",0.0,True,current,WTA,overall,k24-rank-half1825-w0.5-no-bof,overall_elo,1983-1987,10585,0.20123101198453447,0.5836206914100528,0.6769012753897025,False
